Görüş;Durum
iki gün kullandık ortadan kırıldı sürekli arabada duruyordu çantada falan da değil çok adi bi ürün kesinlikle tavsiye etmem. dışarda on liraya satılanlar daha kaliteli;1
Ürünü farklı göndermişler. Hiç hoş olmayan bir gözlük geldi. Ellerinde kalmadı galiba ama keşke stokta kalmadı diye belirtselermiş. Ayrıca kargo aynı şehirde olmama rağmen 5 haftada geldi. Benim için tam bir hayal kırıklığı ????;1
ürün fiyatına göre iyi ama kutusu falan hiç beğenmedim gözlüğe ait bir kabı olmalıydı bence laylona sarılıp gönderilmesi hiç hoş değil;1
Ürün kesinlikle göründüğü gibi gelmiyor. Çerçevede çok fazla çizik vardı .1 yıldızı bile hak etmiyor. Paketlemesi özenli değildi ezilmiş bir karton kutu içinde geldi.Max 50 -55 liralık bir gözlük Tavsiye etmiyorum kesinlikle ALMAYINN!!;1
yani normal, çok guzel bir şey beklemeyin ürün dandik bir ambalaj ve dandik bir gözlük bezi ile geldi. gözlüğün kendisi de idare eder;1
Görüntüye güvenip de satın aldım fakat aldanmamak gerekirmiş. Çerçevesi siyah değil haki rengi, kalitesi düşük ve ebatı çok küçük. Kolay gelsin bu sondu.;1
resimdeki gözlük gelmedi Garanti belgesi y London marka garanti belgesi geldi kutu polo ama gözlük daha farklı bir marka;1
Ürün görseldeki gibi tam yuvarlak degil 6gen. Geliyor sanki cocuk gözlügü gibi ve kücük minyon yüzlüyseniz size göre .;1
Gözlük çerçevesi yamuk, cam çerçeveye oturmamış, kenarları açık durmuyor, gözlük tam bir oyuncak;1
Ürün fotoğraftakiyle aynı değil, 5 tane gözlük almama rağmen bir tane gözlük kutusu ve bir tane gözlük bezi geldi.;1
cok kötü 5-3 kullanimda kulak arkasina gelen plastik parca cikti.Camlari görüş özelliği iyi değil.Dördüncü kez takamadım..;1
Bu ürün beş para etmez sokakta tezgahta satılan ürünler bile bunlar-dan iyi trendyol gibi bir firmanın böyle dandik firmalarla çalışmasıda ayrıca düşündürücü birdaha trend yol mu asla ve katta kaliteli satıcılarla çalışmadığı sürece birdaha alışveriş yapmayacağım hiç kimseye de tavsiye etmem;1
tek kelime ile saçmalık gözlüğün her yeri yamuk ne mesajlarıma baktınız ne düzgün mal yolluyorsunuz iadeye yollayacağım;1
Çerçevesi resimde siyah gözüktüğü halde gümüş geldi ve camları da siyah söylememe rağmen mor geldi hiç memnun kalmadım;1
Fotoğraftakinden farklı ve sapları yamuk çıktı 1 yıldız bile fazla;1
malesef hiç beğenmedim iade edeceğim bujiteri gözlükleri gibi iki kullanımdan sonra kırılacak gibi duruyor;1
Camları çerçeveden düşmüş geldi, takamadım. İade işlemlerimide aevmesiğim için öylece kaldı, kıllanamıyoeum;1
Kargodan ne garanti belgesi ne de fatura çıktı. E-faturam bile yok. Gözlük balonlu naylon poşete sarılmış gönderilmişti. Gerçekten çok kalitesiz duruyor. Taktığımda gözlerimi ağrıttı. Verilen puanına ve yorumlarına güvenerek almıştım ama hiç yorum veya puanına orantılı bir ürün gelmedi.;1
Arkadaşlar eğer bu yorumlara bakıyorsunuz allah aşkına paranıza yazık gözlük 4 sınıf kalite, yamuk , kağıt karton da geliyor ve göz sağlığı için 0 kalite taktığınızda bulanık gösteriyor UMARIM DİKKATE ALIRISINIZ;1
ürün yamuk geldi. indirimde uygun fiyata almıştım fakat iyiki indirimde almışım. cok kaliteli bir gözlük beklemeyin. gözümde biri aşağıda duruyor biri yukarıda. Ve gozlukcude düzeltilecek gibi de değil malesef.;1
Ürün camı çizik içinde ve kalitesiz neden insanları kandırıyorsunuz indirim yaptınız neden defolu ürünleri insanlra satmak için maduriyetimi giderin ve insanlara satmayın böyle ürünleri;1
kalitesiz bir gözlük aldığıma pişman oldum. İlk başta fiyat 390 tl indirim diye gösteriyordu şimdi ise 69 tl ne kadar ...... bir uygulama ilk defa alış veriş yaptım ben ,siz yapmayın hatalı ürünler geliyor .;1
ürün kalitesi orta altı ama ürünün sarılmış kutu parcalarina konulması tam bir rezaletti. kutu yok temizleme mendili yok sarılmış karton parçası içine konulmuş rezalet.;1
Böyle bi yer olduğunu yeni öğrendim ama aylar önce aldığım ürün hala elime ulaşmadı kargo şirketini aradığımda ise sürekli bahane ürettiler ve para iadesi olmadı yardımcı olabilecek var mı acaba;1
Ürün tam bi hayal kırıklığı 1 haftadır kargo teslim edilmedi çıkış şubesine verilip verilmediğinden bile emin değilim kargo çıktı dio takip no var ama ulaşan kargo yok 3 kez aradım kayıt bıraktım 1 hafta bekleyin diyorlar gelmesin arkadaş gelmesin !!! Paramı iade edin sadece !;1
15. Günün sonunda kargo geldi cam değil bildigin plastıkti dayanaksız birşey ve küçük paranızı daha iyi şeylere harcamanızı isterim bende iade ediyorum zaten;1
Kulpları çok dandik güzel kapanıp açılmıyor kırılacakmış hissiyatı veriyor. Görüntü şekil ok ama biraz daha dayanıklı havası olsa güzel derdim.;1
Ürün çok kötü. Kullanılacak gibi değil. Baya kalitesiz. Önünü görmeni bile engelliyor. Önündeki cam plastik ve bunu hissettiriyor. Burna gelen kısmının mesafesi çok fazla. Asla verdiğin paraya değmez. 10 lira bile çok buna. Gerçekten aldığıma çok pişmanım. Kesinlikle almayın;1
resmine ve yorumlar bakarak aldım. ürün çok küçük oyuncak gibi kutusu yok çok pişman oldum yetkili firmadan hemen bu gözlüklerin kutusunu istiyorum ne için de muhafaza edebilirim zaten çok kaliteli değil;1
almayın arkadaşlar internetten gözlük??öyle ki gözlüğün garanti belgesi yerine saat garanti belgesi vardi icinde.gozlukte bi bujiteriden alsanız daha kaliteli olurdu.baska birşey diyemiyorum ??almayın ltfn.hayır birde süper falan yazan olmuş yoruma cok kaliteli vauvv diye.o kadar kötü ki iade icin bile uğraşamadım.zahmetime yazik.attım.param çöpe gitti sadece.almayin.;1
Gözlüğü kendime aldım 10 yaşındaki kızıma tam oldu bunu göze alarak almıştım zaten yani bana olmazsa kızım takar demiştim ama kalite olarak beklentimin çok altında çıktı geri iade sürecini başlattım inşaallah sorunsuz iade olur;1
Kalite olarak beklediğimin çok çok altında ve ciddî manada defolar var eşime hediye olarak sipariş ettim ama hediye edilmeyecek kadar kalitesi düşük sipariş ederken iki kere düşünün derim.;1
Ürün resimde görüldüğü gibi tam siyah değil duruşu da biraz yamuk gibi o yüzden begenmedim hiç ama kullanılabilir mi evet kullanılır;1
görünenin aksine kalitesiz bi ürün geldi hiç memnun kalmadım. Daha da alışveriş yapmam.;1
Ürün elime belirtilen tarihler arasında geldi. Fakat, beklediğimden daha da küçük geldi. 14 yaşındaki kardeşime verdim artık.;1
Ürün paketlenmesi ve kargolanmasi çok kötüydü sert bi kutu yerine karton kutuya koyup yollamışlar. Birde Fiyatının gözlüğü değil Allahtan indirimdeyken almışım çok da zoruma gitmedi.;1
Gönderilen cam siyah bile değil. Camı aşırı kalitesiz yarısı beyaz resmen. İnsanın gözüne güneş yansıma yapıyor. Güneş gözlüğü değil de kör eden gözlük desek çok daha doğru olabilir.;1
Abi niye resimdeki ürünle aynı ürünü göndermesiniz ki. Camı resimden tamamen farklı ve gelen ürününün de sol camı daha karanlık. Takıldığı zaman sol göz sağ gözden farklı görüyor. Ayrıca sapı çizik. Rezalet.;1
ürünü beğenmedim tam net göstermiyor biraz bulanık gösteriyor.;1
Almayın pişman olursunuz. 5 ürünümü de yanlış yollamışlar. Gelen ürünler kötü olduğu gibi yamuktu da iade etmek zorunda kaldım.;1
Ürün hem kalitesiz hem de küçük;1
Paketlemesi hayli özensizdi. Pek tavsiye edemeyeceğim arkadaşlar;1
Çok kaliteli bir şey beklemeyin. Biraz küçük;1
aldığım gibi elimde bölündü sanırım takamıcan zaten çok küçüktü gerçekten çok küçüktü;1
kaliteli ama kucuk yüzlülere daha uygun cok şık;0
Çok küçük bir ürün çoçuk gözlüğü anlatıldığı gibi çok da kaliteli değil;1
Pazar malı ile aynı kalitede;1
Fena değil. İndirimden almıştım bu fiyata gayet normal;0
Biraz basit bir ürün. Yüzüme küçük geldi. Kızıma verdim;1
Ben beğenmedim. camı dışa çıkık ve yamuk, bu fiyata daha iyi gözlükler alabilirsiniz;1
Ürün resimdeki gibi değil camının altı açık renk üstü koyu resimdeki gibi komple camı siyah değil;1
Paketleme çok kötüydü keşke bir tane kutuya koyup gönderseydiniz;1
begenmedim Asiri buyuk burun kismi. bana olmuyor;1
renk sekronu cok kotu şık duruyor ama fazla karanlik;1
Arası çok açık iade ettim alacaklar bunu bilerek alsın derim ??;1
CAMLAR AŞIRI KOYU NEDENSE...ÇOK SAĞLAM GÖRÜNMÜYOR AYRICA;1
Çok dandik bir gözlük hiç kullanışlı değil;1
çok kaliteli bir ürün değil dikkat edin küçük bir gözlük;1
elime ulaşması uzun zaman buldu. iade ettim, önermiyorum.;1
çocuk gözlüğü resmen kardeşime verdim o kullancak yüzü büyük olanlar tercih etmesin;1
Kafaya ufak geliyor burun üstüne oturmuyor (burnum küçük olmasına rağmen;1
Siyah camlı diye almıştım Gelince lacivertİmsi olduğunu fark ettim Güzel duruyor ama tavsiye etmem;1
Beklediğim gibi değil fotoğraf açısı daha fazla olması gerekiyor ;1
ÇOK BEĞENEMEDİM YAMUK GİBİ GÖZLÜK BİR DÜZENSİZLİK VAR HOŞ DURMUYOR ÇOK AYRIK VE AÇIK YANLARI;1
bi tarafı eğik geldigi icin iade etmek zorunda kaldik;1
Pek saglam degil;1
ürün çok dandik. bi tarafı çok gevşek diğer tarafı da çok sıkı. parasının malı değil;1
Ürün camı ile cerceve arasında boşluk mevcut.Kusurlu gönderim mevcut.;1
ürün uygun fiyatlı ama ebatı küçük küçük yüzünüz varsa alabilrsiniz;1
metali çok kötü yamulmaya müsait ama bu fiyata da anca bu kadar;1
biraz küçük geldi. ve paket çok özensizdi.;1
5 caminda da cizik varmis degistirme imkanimiz varmidir?;1
resimler de göründüğü gibi değil koyu siyah görünüyor ama açık renk;1
urun kuçuk geldi ve çok ince ve hasas yere duşerse hemen kirilir verer gibi bir hissi var;1
beklentimin çok altında kaldı çünkü oldukça küçük;1
arkadaşlar ürün çok küçük çocuk gözlüğü bu sakın almayin;1
cok kucuk geldi.oyuncak gibi.cocuguma bile olmadi;1
Çok kalitesiz ve burna oturan silikon kısmı bir tarafta yoktu.;1
Arka tarafı çok net göstermiyor bence araba kullanırken çok rahat etmiyorum bir tık da yamuk geldi;1
bekledigim kalitenin altında ama f/p oranı ile göz ardı edilebilinir bir durum;1
günesi kirma ozelligi guzel yalniz çercevesi çocuklqr icin eriskinler icin tavsiye etmem.;1
hiç beklediğim gibi çıkmadı kulaklık demirleri çok sert açılıp kapanmıyor;1
gözlük dış görünüş olarak güzel ama gözlerinizi ağrıtıyor.;1
malesef göründüğü gibi kaliteli değil;1
rengi orda göründüğü gibi değil ama idare eder;0
Ucuz olduğu için hiçbir kalite beklemeyin. Kafana takarken içe bombeli oluyor vs;1
Ürün bana ekranı çizik geldi ama genel olarak sıradan günlük bir ürün.;1
Yamuk geldi. Hiç beğenmedim. İade etmekle uğraşmadım açıkçası;1
ürün kafama çok küçük geldi sanki çocuk gözlüğü;1
bildiğin çocuk gözlüğü ve çok İnce oğluma verdim 10 yaşında o takıyor artık.;1
Gözlük burnumu acıtıyor. Biraz sert. Göründüğü kadar kaliteli değil.;1
Çok çirkin bir gözlük gerçekten ortası ayrık duruyor ve kafam büyük olmasına rağmen kocaman durdu.;1
cam rengi çok koyu genel olarak kötü değil;0
urunu beğenmedim kalitesi kötü ancak kulpları çok bol;1
kutusu yok karton sarmışlar dışına sol tarafa açılan oynuyor bence almayın;1
Burnun çok tepesinde kalıyor ara kısım;1
kulanılmış gibi marka model yaziları silik;1
cami bambaşka;1
6 gündür izmirden İstanbula gelemiyor şaka gibi 6 günde ülkeler arası kargo gidip geliyor pes;1
Kesinlikle almayın 5-6 yaş çocuk gözlüğü gibi çok küçük ve çok havada duruyor göze yakım değil !;1
Ürün hiç beğenmedim gorseldeki gibi değil paketlemede ozenilmemis;1
Bir yıldızı bile hak etmiyor berbat dandik;1
Gözlüğü takınca buğulu gösteriyor. Cam kalitesi iyi gelmedi iade edeceğim.;1
15 gün bekledim ve camı çatlak alakasız ve kalitesiz bir ürün ulaştı elime iade ettim.;1
fiyatına göre gayet güzel. ama teslimat çok kötü.;1
Resimdekiyle alakası yok çok kötü ve aşırı kalitesiz;1
Kaliteli diyemem sevmedim satıcı da bi o kadar alakasız pişman oldum iade ettim ??;1
Arkadaşlar ürün yamulmuş bi şekilde geldi, ve boyutu aşırı küçük çocuk gözlüğü gibi..;1
çocuk gözlüğü gibi ufacık böyle beklemiyordum;1
Siyah renk çerçeve yerine metal renk göndermişler,cam boyutu küçük;1
hiç beğenmedim göründüğü gibi bir ürün değil kesinlikle tavsiye etmiyorum;1
göründüğü gibi bir ürün deyil maalesef;1
Ürün kalitesiz ve yamuk çıktı takınca dünyam döndü zaten hiç beğenmedim iade ediyorum;1
Eşime almıştım çok küçük ve oyuncak gibi ??;1
üründen hiç memnun kalmadım çok kalitesiz ve canlar çok siyah;1
urun kargoda kayboldu 1 aydan fazla elime geçsin diye uğraştım olmadi şimdide iadesiyle uğraşıyorum;1
Siyah gözlük yazıyordu mor geldi saçmalık;1
Ürünün camı çatlak geldiği için iade süreci başlattım;1
Berbat 10 liraya dahil alınmaz etmez iade edeceğim pişmanım;1
Gözlük çerçevesi yamuk geldi !!! sağ sapı yamuk .;1
bir milyoncudan almış gibi bi gözlük cerceve küçük dandik bisey tavsiye etmiyorum;1
Çok küçük geldi iade ettim. Tavsiye etmem çok ince.;1
Yanlış ürün n yollanmış;1
Hiç sevmedim çok dandık duruyor tavsiye etmem;1
Ürünun kolları hafif yamulmuş ve kapanmıyor tam olarak tavsiye etmem;1
Siyah sipariş ettim kahverengi geldi ;1
kalitesiz göründüğü gibi değil her an kırılabilir;1
Beklediğim gibi değildi sakın almayın. Fotoğrafla alakası yok. Güzel olan tek şey kutusuydu.;1
Yamuk geldi gözlük. Sağ camı yukarda sol camı aşağıda .;1
hiç beklediğim gibi değil camlar kırmızı çerçeve beyaz geldi.;1
ürün kaliteli falan değil. görüldüğu gibi de değil;1
berbat ötesi bir ürün dalga geçer gibi bez parçasına koymuşlar sakın almayın derim;1
Çocuk gözlüğü falan herhalde bunlar küçücük geldi;1
Kesinlikle almayın çok kalitesiz duruyor ve yamuk paranıza yazık;1
urun çok kaliteli değil benimki yamuktu sapları çok ince;1
Çok kalitesiz. Açıp kapatırken güç uygulamak gerekiyor. Aynı zamanda yamuk.;1
Çok kötü ve küçük sakın almayın bunu satarken insan utanır...;1
ürünü asla tavsiye etmem göründüğü gibi deil erkek gizligu gibi yani iğrenç!!!;1
Ne koruma kabı nede temizleme bezi vardı beğenmedim ürünü;1
Gözlüğün metalleri biraz dandik gibi ama kullanıp göreceğiz;1
Gözlük küçük ve aldığım fiyatın yarısına inmiş almayınnn;1
Çok kötü kutu tasarımı;1
çok dandik yani paraya yazık 8 yaşındaki kızıma verdim oynasın die;1
Çok kötü berbat bi urun çok adi bi ürün pişmanım aldığıma bebek gözlüğü sanki memnun değilim;1
Ürün çok hafif ve kalitesiz duruyor içine bir gözlük kabı bile konulmamış özensiz buldum.;1
Düz değil ve takınca kulak arakasına çok uzun geliyor;1
Ürünüm hasarlı geldi!!!! Yamuk duruyor gözlük asla düzelmiyor kullanılıcak gibi değil;1
Göründüğü gibi değil rengi de şeklide kesinliklr almayın;1
Camları ekrandakinin aynısı değil! Kalitesi kötü!;1
Bu ürünü istemiştim fakat gelen ürün farklı bir modeldi;1
küçük geldi çocuklara göre yapılmış sanki;1
almasam da olurmuş. beğenilecek bi tarafı yok.;1
Ürün bir cacığa benzemez çocuk gözlüğü gibi;1
güzeldi ama urun çok küçüktü;1
kesinlikle almayın iğrenç bi gözlük kırık çıkık büyük küçük oyuncak gibi bir şeydi;1
Ürün güzel ama üstünde cizikler vardı ve tozluydu baya;1
yorumlara güvenerek aldım fakat cidden çok dandik ve yamuk bir gözlük geldi resimdeki gibi değil;1
Ürünü beğenmedim dışa doğru çıkıyor güzel görünmüyor;1
almayın aldirmyin kötü ötesi. yamuk renk farklı ve çok küçük.;1
Kalitesiz, ve görseldekinin aynısı gelmiyor.;1
kutusu çok dandik beklediğimden kalitesizdi tavsiye etmiyorum ayrıca sadece teneke ve camdan ibaret;1
göründüğü gibi değil yamuk geldi kalitesiz;1
Ürün baya küçük ve gösterildiği kadar koyu değil;1
Çok kucük geldi cocuk gözlüğü gibi hic begenmedim;1
yüzüm küçük oldu için tercih ettim. on numara;2
çok küçük çocuklara bile küçük sakin siparis vermeyin pişman olursunuz;1
reaZon yazıyo camın üstünde ya hiç beğenmedim;1
gözlük küçük oturmuyor almayın aldırmayın;1
O kadar dandik ki yamulmuş birde gelirken kalitesiz;1
Yüze göre çok küçük kalıyor çocuk gözlüğü gibi;1
arkadaşlar ürün geri iade ettim 5 3 hafta oldu hayla gelmedi almayın;1
ürün göründüğü gibi değil verilen paraya değmez .ben iade ettim;1
Ürün gelmediği halde gönderilmiş gösteriliyor bu nasıl bir mantık anlamış değilim;1
kolları çok sert kırılacak diye korkumdan açıp kapatamıyorum hiç beğenmedim;1
Çok dar küçük ve kalitesiz bir yapısı var.Camları da çok kötü ciddi göz bozar;1
Fotoğraftakinden daha küçük ve gözlük küçük geldi;1
Kullandim ve gozlerim bozulu kesinlikle almayin derim;1
Malesef ürün kırılmış bir şekilde bana ulaştı;1
Çok da iyi değil Çok da kötü değil;0
ürün kırık geldi koli sağlam olduğuna göre satıcı firma bilerek kırık gözlük yollamış çok yazık;1
küçük geliyo bayan gözlüğü sanırım paranıza yazık almayin;1
aynı ürün gelmedi;1
berbat ötesi paketleme hasar görmüş kap ve çizik olan gözlük baya baya kötü;1
oyuncak gibi berbattı;1
Bu kadar rezalet bir ürün görmedim kesinlikle almayın fotoğrafla hiçbir alakası yok.;1
Ürün unisex falan değil aşırı küçük. Erkekler takamaz;1
çok kötü camları çizik elde kalmış ürünleri gönderiyolar hiç tafsiye etmiyorum almayın;1
göründüğü kaliteden değil. gözlük filmi çizik geldi. bütün olarak yamuk.;1
kardeşime almıştım baya kötü hiç göründüğü gibi değil küçük yazmışlar ama kocaman oldu;1
gözlük pazar gözlüğü gibi .gözlüğün kutusu olmazmı ya silme bezi de yok.iyi değil yani;1
Dandik ve berbat;1
gereksiz ofsayt a takıldı ürün !!!!;1
Bana gözlük çizik geldi hemde baya bir çizik iade edicem paketleme güzel değil;1
5 urun istedim biri kırık geldi yenisini toplamlarını rica ediyorum;1
kırık çıktı kalitesi düşük;1
Kafanız çok küçük değilse almayın gerçekten çok küçük. Kabı da çok kalitesiz.Kesinlikle önermiyorum.;1
Kalitesi çok düşük iki üç defa kullandım camda bazı yerlerde renk değişimleri oldu;1
Cok kotu bir gözlük hiç memnun kalmadım bir kere yamuk ve çok küçük;1
Kalitesi berbat aynı zamanda oldukça küçük;1
hiç beğenmedim çok dandik her yeri oynuyor;1
gözlüklerin bir camı köyü bir camı açık renkte hiç memnun değilim;1
asla tavsiye etmiyorum kutuda bile gondermediler iade edicem;1
çok kötü geldi cam tarafa açık şekilde geldi;1
55tl'ye aldık ve hiçte aman aman kaliteli değildi çocuk gözlükleri gibi öylece duruyor evde;1
Fiyatına göre kötü bi ürün gözlüğün camı çerçeveden ha çıktı ha çıkacak gibi;1
ürün çok küçük ve yamuk bir şekilde geldi tavsiye etmiyorum beğenmedim;1
Ürür görseldekinden çok farklı geliyo almanızı tavsiye etmiyorum;1
Malzemesini beğenmedim;1
Gözlük eğri geldi kimse almasın;1
eh işte bir gözlük,kesinlikle parasını haketmiyor.;1
ben indirimde çok uygun bir fiyata almıştım. gerek paketleme gerek ürün çok kötü geldi.;1
Kullanılmış gözlük göndermişler;1
kuponla aldım ucuza geldi zaten ederi de anca okadar kutu yok silme bezi yok...;1
urun bes para etmez yamuk yumuk bir urun geldi almayin paraniza yazik;1
Kullanılmış ürün geldi geri göndermeye üşendim. Hemen de yamuldu zaten;1
yanlış ürün geldiği için dememek nasip olmadı;1
kotü paketleme ve oldukca kucuk;1
Ürün iyi ama pahalı bu fiyata değmez;1
Çok kötü direk çöpe attım;1
Çok kalitesiz yamuk yapmışlar;1
Kalitesiz?? bu fiyata değmez;1
5beş para etmiyor;1
hiç beğenmedim çocuk gözlüğü boyutunda;1
Ürünün kutusunu ve kalitesini beğenmedim;1
güzel gözlük herkese yakışır bence;1
Burun paletlerindeki plastik yerler düştü. Almayın!;1
idare eder ama resimden farklı biraz;0
Göründüğü gibi değil;1
Çocuk gözlüğü gibi küçücük dar.;1
paketleme kötü;1
Çok büyük iade edeceğim;1
Çok büyük ve köşeli geldi...;1
oyuncak gibi;1
Ürün Yamuk Geldi;1
guzel idare ediyo;0
çocuk gözlüğü gibi;1
beyenmedim.kaliteli deyil;1
İyi idare eder;0
ürünün bedeni çok küçük beğenemedim;1
dandik bir ürün.;1
Küçük kibar bir gözlük. Beğendim ;0
ben cok begenmedim;1
Fiyatına göre güzel;2
kötü bir üründü...;1
güzel urun tavsiye ederim;2
çocuk gözlüğü gibi. begenmedim;1
ucuz etin yahnisi ??;1
Tavsiye etmem;1
göründüğü gibi gelmedi;1
Çok küçük geldi :((;1
guzel ama cok ince;0
Küçük geldi;1
baya kötü.......;1
Fiyat olarak iyiydi ama beğenmedim;0
Pek beğenmedim;1
gözlük çok kısa kulağıma yetmiyor;1
çok güzell;2
Fiyatına göre.. çok kaliteli değildi;0
ürün biraz basit idare eder.;0
Siyah sipariş ettim kahverengi geldi;1
Yan tarafları sıkıyor;1
Dandik. Boşa para.;1
çok beğenemedim;1
hiç güzel değil hiç begenmedim;1
Çok basit bi gözlük...;1
Fena değil;0
İstediğim model gönderilmemiş;1
Çok geniş hiç beğenmedim;1
arkadaşlar beklediyim gibi gelmedi;1
fotodaki gibi değil. kullanışlı değil;1
hatalı ürün geldi;1
kesinlikle almayın;1
mor geldi:((( üzücü;1
Çocuk gözlüğü gibi;1
Çok kalitesiz;1
Oyuncak gibi aslaaa tavsiye etmiyorum.;1
Berbat aşırı kalitesiz;1
Sapı çok kısa çocuk gözlüğü resmen;1
beş para etmez;1
bilgi eksiği var küçük çocuk gözlüğü;1
hic begenmedim.;1
berbat değmez sakın almayin;1
ÇOK KÖTÜ boyutu Küçücük ??;1
fotoğrafta göründüğü gibi değil. iade...;1
cam kalitesini begenmedim;1
Çok kalitesiz ve kötü;1
Ürünü almayın hiç göründüğü gibi değil;1
küçük ve aşırı kalitesiz;1
Hiç sevmedim maalesef;1
Hiç bir işe yaramaz ..;1
Kalitesiz ve çok küçük;1
beş para etmez;1
Ürün berbat yorumlara aldanmayın!!!;1
Çok kötü almayın kağıt gibi,;1
Almayın saçma sapan bir gözlük geldi;1
Çok dandik;1
dar çerçeve;1
Beğenmedim maalesef duruşu güzel değil;1
Camlar beklediğim gibi siyah değil;1
beğenmedim;1
Çok küçük ebat anlamında;1
çok kötü kalitesiz ve küçük;1
Geldigi gün kırıldı;1
hiç memnun kalmadım bi kere cok adi;1
Kanatları çok şnce;1
gözlük yamuk kesinlikle almayin;1
malesef camları kendiliginden düşüyor.;1
Çok küçük çocuk gözlüğü gibi iade ettim;1
Tek kelime ile berbat !;1
çok çabuk eğiliyor bükülüyor;1
lanet olsun böyle ürüne kalite yoksunu;1
3 kullanıma pert oldu.;1
cam cizikti demir boyalarida gitmis;1
Aşırı kötü;1
kötü tek kelime ile;1
Farklı bi ürün gönderdiler;1
dandik duruyor çok siyah;1
ÜRÜN YANLIŞ GELDİ;1
Çok küçük kör gözlüğü gibi;1
Cok kötü. Yamuk tavsiye etmiyorum;1
kalitesi cok kotu;1
çok kotu kaliteli;1
Berbat valla sakın almayın;1
Çok küçük olduğu;1
sakin almayin;1
Hiç beğenmedim;1
Onla alaksı yok;1
tavsiye etmem;1
Çok kötü sapı açılmıyor;1
çok fazla rahstsiz edici fazla sıkıyor;1
ürünü hiç kullanışlı değil;1
berbat paranıza yazık;1
Beş para etmez denemeyin;1
gözlük yamuktu;1
kücük hemde bayaa;1
idare eder :);0
çok ince gibi zor açılıp kapanıyor;1
çok kötü kalitesiz;1
Çok da kaliteli değil;1
Beklediğimden çok fazla küçük;1
Çok berbat bir ürün.;1
ürün çok küçük geniş yüzlüler için;1
küçük ve kalitesiz tavsiye etmiyorum;1
sakın almayin;1
Fuzüli iyi bise degıl;1
kalitesiz ürün iade ettim;1
kesinlikle tavsiye etmiyorum.;1
Çok uyduruk takan kör olur;1
Gözlük küçük;1
Aynısı gelmedi üzgünüm;1
1bile fazla;1
su anki fiyata göre pahalı;1
Hiç iyi değil.;1
Adi ve küçük;1
Gözlük eğri duruyor;1
Kesinlikle almayın;1
Aşırı küçük geldi iade ettim;1
Yanlış ürün gönderdiler;1
Kırık geldi iade;1
gözlükleri hiç beğenmedim;1
hiç beğenmedim;1
yanlis ürün gönderildi;1
beğenmedim;1
Çokkk kötüydü;1
yanlış ürün gönderildi;1
Almayın !!!;1
çok küçük almanız hata olur.;1
tavsiye etmem çok kalitesiz duruyor;1
Fazlasıyla kalitesiz malzeme;1
kalitesiz silince boyası hemen geçti;1
Kahverengi ve çizik geldi.;1
Aldığıma pişman oldum. Çok dandik;1
gerçekten daha kötü az sey gördüm;1
Bir yıldızı bile haketmiyor ????????????????????;1
Ürün küçük;1
Kartona sarıp göndermişler iade ettim;1
Çok kötü çoook;1
Ürün çok dandik geldı hiç begemnedım;1
çok kòtü defolu kirik;1
alma;1
hakiki deri yazıyor ama gelen ürünün deri ile alakası yok panzot herhalde çok basit duruyor .Derimod ismini taklit etmiş sonradan fark ettim .;1
ürün yazılan gibi hakiki deri falan değil tavsiye etmiyorum;1
bide hakiki deri yazmışlar utanmadan 1 ayda paralandı. 5 tl ederi yok;1
Kalitesiz gidip ucuzluk pazarından alsam daha kaliteli olurdu sanırım nasıl iş yapıyorsunuz mağdurum;1
gorseldeki ürün gelmedi, metal tokalı sipariş verdim 5 adet 5side siyah tokalı geldi, bari 1 tanesi metal rengi gelseydi. kalite olarak hakiki deri yazılmış ama pek hakiki deri gibi durmuyor..;1
ÜRÜNÜ HAKİKİ DERİ DİYE SATIYORSUNUZ GELEN ÜRÜN SUNİ DERİ, ÜZERİNDEKİ ETİKETTEDE ÜRÜNLER SUNİ DERİDEN ÜRETİLMİŞ YAZIYOR. HAKİKİ DERİ DİYE YAZIP SUNİ DERİ GÖNDERMENİZ ESNAFLIĞA YAKIŞMAYAN BİR HAREKET. İADE VS BUNLARLA UĞRAŞMAYACAĞIM FAKAT BİRDAHADA SİZDEN ALIŞ VERİŞ YAPMAYACAĞIM.;1
ürün sahte suni deri açıklama da hakiki deri diye yazmış lar bende güvenip aldm kemer ler sahte derimont markası yalan öyle bir marka falan da değil utanmazlar;1
Beş para etmez kesinlikle iade edeceğim.Hakiki deri yazıyorsunuz fakat alakası yok.Kesinlikle vaktiniz harcayıpta almayı.;1
Deri falan değil ürün sakın aldanmayın 1 ay bile kullanamadım. Düğmelediğim kısımdan neredeyse kopacak şekle geldi. Hakiki deri diye yazıyorlar birde sakın almayın pişman olursunuz.;1
aynı mamulü ikinci defa yanlış yolladiniz hakiki deri diye lanse ettiğiniz mamulü bir defa iyade etim yanlis yolladiniz diye ikinci defa yine deri olmayan mamul yolladiniz ayıptır mamul deri değilse oraya yazmayın mecburen kullan Mak zorunda kaldım bir daha butur mamülleri almmam tavsiyede etmem;1
ürün hakiki deri felan değil arkadaşlar bunu bilerek sipariş edin zira ben aldım iade etmek ile uğraştım;1
ürün beş para etmez derimont arması veya yazısı bile yok.çok sert üstelik hakiki deri değil kemer delik yerleri aşındı resmen açıldı 53.5 TL ürün 10 TL kargo bedeli 33.5 bana kalırsa paranızı boş yere vermeyin bir puan da fazla;1
